ELEMENT,Axis_0,Axis_1,C_PE_WE,C_PE_WE_P,C_PHYLO_RPE2,C_PHYLO_RPE_DIFF2,C_PHYLO_RPE_NULL2,P_PE_WE,P_PE_WE_P,P_PHYLO_RPE2,P_PHYLO_RPE_DIFF2,P_PHYLO_RPE_NULL2,Q_PE_WE,Q_PE_WE_P,Q_PHYLO_RPE2,Q_PHYLO_RPE_DIFF2,Q_PHYLO_RPE_NULL2
-325000:-2225000,-325000,-2225000,947,947,726,740,949,0.947947947947948,0.947947947947948,0.726726726726727,0.740740740740741,0.94994994994995,999,999,999,999,999
-325000:-2275000,-325000,-2275000,387,387,446,453,342,0.387387387387387,0.387387387387387,0.446446446446446,0.453453453453453,0.342342342342342,999,999,999,999,999
-325000:-2325000,-325000,-2325000,215,215,726,692,11,0.215215215215215,0.215215215215215,0.726726726726727,0.692692692692693,0.011011011011011,999,999,999,999,999
-325000:-2375000,-325000,-2375000,504,504,786,768,137,0.504504504504504,0.504504504504504,0.786786786786787,0.768768768768769,0.137137137137137,999,999,999,999,999
-325000:-2425000,-325000,-2425000,197,197,246,357,324,0.197197197197197,0.197197197197197,0.246246246246246,0.357357357357357,0.324324324324324,999,999,999,999,999
-325000:-2475000,-325000,-2475000,531,531,755,745,231,0.531531531531532,0.531531531531532,0.755755755755756,0.745745745745746,0.231231231231231,999,999,999,999,999
-325000:-2525000,-325000,-2525000,467,467,862,805,35,0.467467467467467,0.467467467467467,0.862862862862863,0.805805805805806,0.035035035035035,999,999,999,999,999
-325000:-2575000,-325000,-2575000,281,281,674,650,53,0.281281281281281,0.281281281281281,0.674674674674675,0.650650650650651,0.0530530530530531,999,999,999,999,999
-325000:-2625000,-325000,-2625000,225,225,676,673,39,0.225225225225225,0.225225225225225,0.676676676676677,0.673673673673674,0.039039039039039,999,999,999,999,999
-325000:-2675000,-325000,-2675000,706,706,924,884,176,0.706706706706707,0.706706706706707,0.924924924924925,0.884884884884885,0.176176176176176,999,999,999,999,999
-325000:-2725000,-325000,-2725000,134,134,519,560,38,0.134134134134134,0.134134134134134,0.519519519519519,0.560560560560561,0.038038038038038,999,999,999,999,999
-325000:-2775000,-325000,-2775000,31,31,241,445,32,0.031031031031031,0.031031031031031,0.241241241241241,0.445445445445445,0.032032032032032,999,999,999,999,999
-325000:-2825000,-325000,-2825000,221,221,736,709,17,0.221221221221221,0.221221221221221,0.736736736736737,0.70970970970971,0.017017017017017,999,999,999,999,999
-325000:-2875000,-325000,-2875000,666,666,877,844,229,0.666666666666667,0.666666666666667,0.877877877877878,0.844844844844845,0.229229229229229,999,999,999,999,999
-325000:-3075000,-325000,-3075000,604,604,787,799,249,0.604604604604605,0.604604604604605,0.787787787787788,0.7997997997998,0.249249249249249,999,999,999,999,999
-325000:-3175000,-325000,-3175000,27,27,152,364,106,0.027027027027027,0.027027027027027,0.152152152152152,0.364364364364364,0.106106106106106,999,999,999,999,999
-325000:-3225000,-325000,-3225000,533,533,468,426,458,0.533533533533533,0.533533533533533,0.468468468468468,0.426426426426426,0.458458458458458,999,999,999,999,999
-325000:-3325000,-325000,-3325000,714,714,497,325,747,0.714714714714715,0.714714714714715,0.497497497497497,0.325325325325325,0.747747747747748,999,999,999,999,999
-325000:-3375000,-325000,-3375000,246,246,372,449,233,0.246246246246246,0.246246246246246,0.372372372372372,0.449449449449449,0.233233233233233,999,999,999,999,999
-325000:-3425000,-325000,-3425000,64,64,214,391,284,0.0640640640640641,0.0640640640640641,0.214214214214214,0.391391391391391,0.284284284284284,999,999,999,999,999
-325000:-3475000,-325000,-3475000,858,858,932,913,552,0.858858858858859,0.858858858858859,0.932932932932933,0.913913913913914,0.552552552552553,999,999,999,999,999
-375000:-1575000,-375000,-1575000,756,756,688,688,724,0.756756756756757,0.756756756756757,0.688688688688689,0.688688688688689,0.724724724724725,999,999,999,999,999
-375000:-1625000,-375000,-1625000,225,225,38,56,751,0.225225225225225,0.225225225225225,0.038038038038038,0.0560560560560561,0.751751751751752,999,999,999,999,999
-375000:-1675000,-375000,-1675000,103,103,59,96,425,0.103103103103103,0.103103103103103,0.0590590590590591,0.0960960960960961,0.425425425425425,999,999,999,999,999
-375000:-1725000,-375000,-1725000,125,125,222,314,206,0.125125125125125,0.125125125125125,0.222222222222222,0.314314314314314,0.206206206206206,999,999,999,999,999
-375000:-1775000,-375000,-1775000,106,106,141,234,287,0.106106106106106,0.106106106106106,0.141141141141141,0.234234234234234,0.287287287287287,999,999,999,999,999
-375000:-1825000,-375000,-1825000,858,858,856,866,701,0.858858858858859,0.858858858858859,0.856856856856857,0.866866866866867,0.701701701701702,999,999,999,999,999
-375000:-1875000,-375000,-1875000,179,179,631,629,35,0.179179179179179,0.179179179179179,0.631631631631632,0.62962962962963,0.035035035035035,999,999,999,999,999
-375000:-1925000,-375000,-1925000,585,585,460,365,641,0.585585585585586,0.585585585585586,0.46046046046046,0.365365365365365,0.641641641641642,999,999,999,999,999
-375000:-1975000,-375000,-1975000,570,570,708,705,344,0.570570570570571,0.570570570570571,0.708708708708709,0.705705705705706,0.344344344344344,999,999,999,999,999
-375000:-2025000,-375000,-2025000,216,216,542,565,101,0.216216216216216,0.216216216216216,0.542542542542543,0.565565565565566,0.101101101101101,999,999,999,999,999
-375000:-2075000,-375000,-2075000,404,404,697,699,178,0.404404404404404,0.404404404404404,0.697697697697698,0.6996996996997,0.178178178178178,999,999,999,999,999
-375000:-2125000,-375000,-2125000,267,267,511,548,152,0.267267267267267,0.267267267267267,0.511511511511512,0.548548548548549,0.152152152152152,999,999,999,999,999
-375000:-2175000,-375000,-2175000,629,629,653,625,356,0.62962962962963,0.62962962962963,0.653653653653654,0.625625625625626,0.356356356356356,999,999,999,999,999
-375000:-2475000,-375000,-2475000,687,687,895,835,258,0.687687687687688,0.687687687687688,0.895895895895896,0.835835835835836,0.258258258258258,999,999,999,999,999
-375000:-2575000,-375000,-2575000,870,870,974,945,333,0.870870870870871,0.870870870870871,0.974974974974975,0.945945945945946,0.333333333333333,999,999,999,999,999
-375000:-2625000,-375000,-2625000,297,297,101,140,695,0.297297297297297,0.297297297297297,0.101101101101101,0.14014014014014,0.695695695695696,999,999,999,999,999
-375000:-2675000,-375000,-2675000,603,603,915,853,109,0.603603603603604,0.603603603603604,0.915915915915916,0.853853853853854,0.109109109109109,999,999,999,999,999
-375000:-2725000,-375000,-2725000,56,56,614,599,1,0.0560560560560561,0.0560560560560561,0.614614614614615,0.5995995995996,0.001001001001001,999,999,999,999,999
-375000:-2775000,-375000,-2775000,800,800,872,862,521,0.800800800800801,0.800800800800801,0.872872872872873,0.862862862862863,0.521521521521522,999,999,999,999,999
-375000:-2825000,-375000,-2825000,512,512,905,815,36,0.512512512512513,0.512512512512513,0.905905905905906,0.815815815815816,0.036036036036036,999,999,999,999,999
-375000:-2875000,-375000,-2875000,913,913,924,945,793,0.913913913913914,0.913913913913914,0.924924924924925,0.945945945945946,0.793793793793794,999,999,999,999,999
-375000:-3025000,-375000,-3025000,214,214,568,598,127,0.214214214214214,0.214214214214214,0.568568568568569,0.598598598598599,0.127127127127127,999,999,999,999,999
-375000:-3175000,-375000,-3175000,45,45,322,490,74,0.045045045045045,0.045045045045045,0.322322322322322,0.49049049049049,0.0740740740740741,999,999,999,999,999
-375000:-3275000,-375000,-3275000,125,125,383,518,150,0.125125125125125,0.125125125125125,0.383383383383383,0.518518518518518,0.15015015015015,999,999,999,999,999
-375000:-3325000,-375000,-3325000,734,734,492,316,782,0.734734734734735,0.734734734734735,0.492492492492492,0.316316316316316,0.782782782782783,999,999,999,999,999
-375000:-3375000,-375000,-3375000,37,37,195,413,51,0.037037037037037,0.037037037037037,0.195195195195195,0.413413413413413,0.0510510510510511,999,999,999,999,999
-375000:-3425000,-375000,-3425000,130,130,383,512,150,0.13013013013013,0.13013013013013,0.383383383383383,0.512512512512513,0.15015015015015,999,999,999,999,999
-375000:-3475000,-375000,-3475000,726,726,913,864,260,0.726726726726727,0.726726726726727,0.913913913913914,0.864864864864865,0.26026026026026,999,999,999,999,999
-425000:-1575000,-425000,-1575000,759,759,714,726,668,0.75975975975976,0.75975975975976,0.714714714714715,0.726726726726727,0.668668668668669,999,999,999,999,999
-425000:-1625000,-425000,-1625000,524,524,359,273,647,0.524524524524524,0.524524524524524,0.359359359359359,0.273273273273273,0.647647647647648,999,999,999,999,999
-425000:-1675000,-425000,-1675000,133,133,283,359,175,0.133133133133133,0.133133133133133,0.283283283283283,0.359359359359359,0.175175175175175,999,999,999,999,999
-425000:-1725000,-425000,-1725000,472,472,490,492,462,0.472472472472472,0.472472472472472,0.49049049049049,0.492492492492492,0.462462462462462,999,999,999,999,999
-425000:-1775000,-425000,-1775000,505,505,552,561,453,0.505505505505506,0.505505505505506,0.552552552552553,0.561561561561562,0.453453453453453,999,999,999,999,999
-425000:-1825000,-425000,-1825000,405,405,316,272,560,0.405405405405405,0.405405405405405,0.316316316316316,0.272272272272272,0.560560560560561,999,999,999,999,999
-425000:-1875000,-425000,-1875000,908,908,921,922,755,0.908908908908909,0.908908908908909,0.921921921921922,0.922922922922923,0.755755755755756,999,999,999,999,999
-425000:-1925000,-425000,-1925000,526,526,851,811,120,0.526526526526527,0.526526526526527,0.851851851851852,0.811811811811812,0.12012012012012,999,999,999,999,999
-425000:-1975000,-425000,-1975000,98,98,232,329,158,0.0980980980980981,0.0980980980980981,0.232232232232232,0.329329329329329,0.158158158158158,999,999,999,999,999
-425000:-2025000,-425000,-2025000,169,169,306,391,221,0.169169169169169,0.169169169169169,0.306306306306306,0.391391391391391,0.221221221221221,999,999,999,999,999
-425000:-2075000,-425000,-2075000,9,9,148,344,16,0.00900900900900901,0.00900900900900901,0.148148148148148,0.344344344344344,0.016016016016016,999,999,999,999,999
-425000:-2125000,-425000,-2125000,153,153,611,655,25,0.153153153153153,0.153153153153153,0.611611611611612,0.655655655655656,0.025025025025025,999,999,999,999,999
-425000:-2175000,-425000,-2175000,243,243,506,552,127,0.243243243243243,0.243243243243243,0.506506506506507,0.552552552552553,0.127127127127127,999,999,999,999,999
-425000:-2225000,-425000,-2225000,951,951,873,941,922,0.951951951951952,0.951951951951952,0.873873873873874,0.941941941941942,0.922922922922923,999,999,999,999,999
-425000:-2275000,-425000,-2275000,455,455,246,175,709,0.455455455455455,0.455455455455455,0.246246246246246,0.175175175175175,0.70970970970971,999,999,999,999,999
-425000:-2325000,-425000,-2325000,864,864,959,935,338,0.864864864864865,0.864864864864865,0.95995995995996,0.935935935935936,0.338338338338338,999,999,999,999,999
-425000:-2475000,-425000,-2475000,784,784,864,856,547,0.784784784784785,0.784784784784785,0.864864864864865,0.856856856856857,0.547547547547548,999,999,999,999,999
-425000:-2675000,-425000,-2675000,187,187,681,654,15,0.187187187187187,0.187187187187187,0.681681681681682,0.654654654654655,0.015015015015015,999,999,999,999,999
-425000:-2725000,-425000,-2725000,389,389,457,464,404,0.389389389389389,0.389389389389389,0.457457457457457,0.464464464464464,0.404404404404404,999,999,999,999,999
-425000:-2775000,-425000,-2775000,3,3,99,389,14,0.003003003003003,0.003003003003003,0.0990990990990991,0.389389389389389,0.014014014014014,999,999,999,999,999
-425000:-2825000,-425000,-2825000,578,578,867,828,129,0.578578578578579,0.578578578578579,0.867867867867868,0.828828828828829,0.129129129129129,999,999,999,999,999
-425000:-3075000,-425000,-3075000,77,77,220,388,287,0.0770770770770771,0.0770770770770771,0.22022022022022,0.388388388388388,0.287287287287287,999,999,999,999,999
-425000:-3175000,-425000,-3175000,59,59,261,419,109,0.0590590590590591,0.0590590590590591,0.261261261261261,0.419419419419419,0.109109109109109,999,999,999,999,999
-425000:-3275000,-425000,-3275000,130,130,232,365,227,0.13013013013013,0.13013013013013,0.232232232232232,0.365365365365365,0.227227227227227,999,999,999,999,999
-425000:-3475000,-425000,-3475000,394,394,481,467,353,0.394394394394394,0.394394394394394,0.481481481481481,0.467467467467467,0.353353353353353,999,999,999,999,999
-425000:-3525000,-425000,-3525000,919,919,635,495,941,0.91991991991992,0.91991991991992,0.635635635635636,0.495495495495495,0.941941941941942,999,999,999,999,999
-475000:-1525000,-475000,-1525000,994,994,751,935,999,0.994994994994995,0.994994994994995,0.751751751751752,0.935935935935936,1,999,999,999,999,999
-475000:-1625000,-475000,-1625000,648,648,642,636,538,0.648648648648649,0.648648648648649,0.642642642642643,0.636636636636637,0.538538538538539,999,999,999,999,999
-475000:-1675000,-475000,-1675000,427,427,577,582,271,0.427427427427427,0.427427427427427,0.577577577577578,0.582582582582583,0.271271271271271,999,999,999,999,999
-475000:-1725000,-475000,-1725000,756,756,734,752,624,0.756756756756757,0.756756756756757,0.734734734734735,0.752752752752753,0.624624624624625,999,999,999,999,999
-475000:-1775000,-475000,-1775000,686,686,610,571,664,0.686686686686687,0.686686686686687,0.610610610610611,0.571571571571572,0.664664664664665,999,999,999,999,999
-475000:-1825000,-475000,-1825000,710,710,828,816,442,0.710710710710711,0.710710710710711,0.828828828828829,0.816816816816817,0.442442442442442,999,999,999,999,999
-475000:-1875000,-475000,-1875000,920,920,916,921,775,0.920920920920921,0.920920920920921,0.916916916916917,0.921921921921922,0.775775775775776,999,999,999,999,999
-475000:-1925000,-475000,-1925000,762,762,578,365,818,0.762762762762763,0.762762762762763,0.578578578578579,0.365365365365365,0.818818818818819,999,999,999,999,999
-475000:-1975000,-475000,-1975000,365,365,676,641,129,0.365365365365365,0.365365365365365,0.676676676676677,0.641641641641642,0.129129129129129,999,999,999,999,999
-475000:-2025000,-475000,-2025000,25,25,156,378,71,0.025025025025025,0.025025025025025,0.156156156156156,0.378378378378378,0.0710710710710711,999,999,999,999,999
-475000:-2075000,-475000,-2075000,119,119,281,405,149,0.119119119119119,0.119119119119119,0.281281281281281,0.405405405405405,0.149149149149149,999,999,999,999,999
-475000:-2125000,-475000,-2125000,548,548,623,627,421,0.548548548548549,0.548548548548549,0.623623623623624,0.627627627627628,0.421421421421421,999,999,999,999,999
-475000:-2175000,-475000,-2175000,385,385,594,594,223,0.385385385385385,0.385385385385385,0.594594594594595,0.594594594594595,0.223223223223223,999,999,999,999,999
-475000:-2225000,-475000,-2225000,947,947,984,972,628,0.947947947947948,0.947947947947948,0.984984984984985,0.972972972972973,0.628628628628629,999,999,999,999,999
-475000:-2325000,-475000,-2325000,197,197,556,579,140,0.197197197197197,0.197197197197197,0.556556556556557,0.57957957957958,0.14014014014014,999,999,999,999,999
-475000:-2375000,-475000,-2375000,618,618,599,577,401,0.618618618618619,0.618618618618619,0.5995995995996,0.577577577577578,0.401401401401401,999,999,999,999,999
-475000:-2475000,-475000,-2475000,338,338,244,243,587,0.338338338338338,0.338338338338338,0.244244244244244,0.243243243243243,0.587587587587588,999,999,999,999,999
-475000:-2675000,-475000,-2675000,671,671,678,674,560,0.671671671671672,0.671671671671672,0.678678678678679,0.674674674674675,0.560560560560561,999,999,999,999,999
-475000:-2725000,-475000,-2725000,288,288,214,238,516,0.288288288288288,0.288288288288288,0.214214214214214,0.238238238238238,0.516516516516517,999,999,999,999,999
-475000:-2775000,-475000,-2775000,691,691,854,820,257,0.691691691691692,0.691691691691692,0.854854854854855,0.820820820820821,0.257257257257257,999,999,999,999,999
-475000:-2825000,-475000,-2825000,627,627,559,535,632,0.627627627627628,0.627627627627628,0.55955955955956,0.535535535535536,0.632632632632633,999,999,999,999,999
-475000:-2875000,-475000,-2875000,478,478,627,634,334,0.478478478478478,0.478478478478478,0.627627627627628,0.634634634634635,0.334334334334334,999,999,999,999,999
-475000:-2925000,-475000,-2925000,806,806,963,907,301,0.806806806806807,0.806806806806807,0.963963963963964,0.907907907907908,0.301301301301301,999,999,999,999,999
-475000:-3025000,-475000,-3025000,567,567,498,491,496,0.567567567567568,0.567567567567568,0.498498498498498,0.491491491491492,0.496496496496497,999,999,999,999,999
-475000:-3175000,-475000,-3175000,76,76,202,381,286,0.0760760760760761,0.0760760760760761,0.202202202202202,0.381381381381381,0.286286286286286,999,999,999,999,999
-475000:-3225000,-475000,-3225000,57,57,231,394,95,0.0570570570570571,0.0570570570570571,0.231231231231231,0.394394394394394,0.0950950950950951,999,999,999,999,999
-475000:-3475000,-475000,-3475000,627,627,877,843,230,0.627627627627628,0.627627627627628,0.877877877877878,0.843843843843844,0.23023023023023,999,999,999,999,999
-475000:-3525000,-475000,-3525000,936,936,857,925,913,0.936936936936937,0.936936936936937,0.857857857857858,0.925925925925926,0.913913913913914,999,999,999,999,999
